Time,Temperature,Humidity
07/05/24 07:54:00,30.79,84.5205
07/05/24 07:53:00,30.70066667,85.05766667
07/05/24 07:52:00,30.60816667,85.22183333
07/05/24 07:51:00,30.54683333,85.18916667
07/05/24 07:50:00,30.402,85.34416667
07/05/24 07:49:00,30.34233333,85.2955
07/05/24 07:48:00,30.286,85.30633333
07/05/24 07:47:00,30.2345,85.628
07/05/24 07:46:00,30.19866667,85.987
07/05/24 07:45:00,30.23433333,86.32966667
07/05/24 07:44:00,30.18033333,86.27183333
07/05/24 07:43:00,30.15666667,86.2655
07/05/24 07:42:00,30.173,86.15966667
07/05/24 07:41:00,30.10533333,85.86283333
07/05/24 07:40:00,30.05916667,85.60333333
07/05/24 07:39:00,30.07016667,85.83133333
07/05/24 07:38:00,30.0795,85.86966667
07/05/24 07:37:00,30.0395,85.77766667
07/05/24 07:36:00,29.98266667,85.61983333
07/05/24 07:35:00,30.0005,85.62733333
07/05/24 07:34:00,29.9655,85.53833333
07/05/24 07:33:00,29.94366667,85.44733333
07/05/24 07:32:00,29.93333333,85.31166667
07/05/24 07:31:00,29.987,85.2605
07/05/24 07:30:00,30.01383333,85.14366667
07/05/24 07:29:00,30.0515,84.9905
07/05/24 07:28:00,30.01866667,84.78283333
07/05/24 07:27:00,30.09916667,84.6565
07/05/24 07:26:00,30.09383333,84.5585
07/05/24 07:25:00,30.14716667,84.42483333
07/05/24 07:24:00,30.2155,84.43366667
07/05/24 07:23:00,30.26283333,84.564
07/05/24 07:22:00,30.27933333,84.3835
07/05/24 07:21:00,30.33816667,84.61366667
07/05/24 07:20:00,30.35866667,84.37016667
07/05/24 07:19:00,30.411,84.04266667
07/05/24 07:18:00,30.47516667,84.14466667
07/05/24 07:17:00,30.56366667,84.59133333
07/05/24 07:16:00,30.59116667,84.64133333
07/05/24 07:15:00,30.54416667,84.81583333
07/05/24 07:14:00,30.52983333,84.89883333
07/05/24 07:13:00,30.53566667,84.96983333
07/05/24 07:12:00,30.494,85.16183333
07/05/24 07:11:00,30.45816667,85.31166667
07/05/24 07:10:00,30.40833333,85.34016667
07/05/24 07:09:00,30.35183333,85.33233333
07/05/24 07:08:00,30.2645,85.22133333
07/05/24 07:07:00,30.24383333,85.363
07/05/24 07:06:00,30.18033333,85.56133333
07/05/24 07:05:00,30.17583333,86.03216667
07/05/24 07:04:00,30.14966667,86.5265
07/05/24 07:03:00,30.1145,86.66616667
07/05/24 07:02:00,30.04216667,86.721
07/05/24 07:01:00,30.0115,86.93783333
07/05/24 07:00:00,29.94083333,86.7675
07/05/24 06:59:00,29.98216667,87.0155
07/05/24 06:58:00,29.9025,87.311
07/05/24 06:57:00,29.8725,87.59033333
07/05/24 06:56:00,29.83233333,87.56916667
07/05/24 06:55:00,29.761,87.65283333
07/05/24 06:54:00,29.75683333,87.717
07/05/24 06:53:00,29.7075,87.8055
07/05/24 06:52:00,29.62733333,87.81916667
07/05/24 06:51:00,29.63283333,87.90166667
07/05/24 06:50:00,29.62283333,88.00283333
07/05/24 06:49:00,29.61816667,88.23633333
07/05/24 06:48:00,29.60866667,88.41783333
07/05/24 06:47:00,29.5525,88.44933333
07/05/24 06:46:00,29.503,88.75783333
07/05/24 06:45:00,29.5035,88.95966667
07/05/24 06:44:00,29.434,89.00233333
07/05/24 06:43:00,29.43116667,89.10916667
07/05/24 06:42:00,29.40066667,89.32142857
07/05/24 06:41:00,29.3275,89.3652
07/05/24 06:40:00,29.31066667,89.45116667
07/05/24 06:39:00,29.322,89.6625
07/05/24 06:38:00,29.24383333,89.7135
07/05/24 06:37:00,29.244,89.70683333
07/05/24 06:36:00,29.15966667,89.6355
07/05/24 06:35:00,29.17833333,89.6665
07/05/24 06:34:00,29.13633333,89.893
07/05/24 06:33:00,29.06116667,89.81
07/05/24 06:32:00,29.10333333,89.91733333
07/05/24 06:31:00,29.04933333,89.86533333
07/05/24 06:30:00,29.0305,90.09716667
07/05/24 06:29:00,29.03533333,90.352
07/05/24 06:28:00,29.028,90.3945
07/05/24 06:27:00,28.99016667,90.685
07/05/24 06:26:00,28.97416667,90.77066667
07/05/24 06:25:00,28.94066667,90.915
07/05/24 06:24:00,28.8905,90.89216667
07/05/24 06:23:00,28.88866667,90.83333333
07/05/24 06:22:00,28.87183333,91.129
07/05/24 06:21:00,28.839,91.1905
07/05/24 06:20:00,28.82733333,91.21716667
07/05/24 06:19:00,28.75516667,91.23666667
07/05/24 06:18:00,28.81183333,91.34416667
07/05/24 06:17:00,28.75766667,91.378
07/05/24 06:16:00,28.71533333,91.41066667
07/05/24 06:15:00,28.70816667,91.44433333
07/05/24 06:14:00,28.70333333,91.44116667
07/05/24 06:13:00,28.68516667,91.518
07/05/24 06:12:00,28.68466667,91.67533333
07/05/24 06:11:00,28.68516667,91.774
07/05/24 06:10:00,28.61216667,91.78083333
07/05/24 06:09:00,28.61433333,91.728
07/05/24 06:08:00,28.598,91.78966667
07/05/24 06:07:00,28.55783333,91.86266667
07/05/24 06:06:00,28.53416667,91.90916667
07/05/24 06:05:00,28.49233333,91.94066667
07/05/24 06:04:00,28.45833333,91.91066667
07/05/24 06:03:00,28.4215,91.96716667
07/05/24 06:02:00,28.426,92.085
07/05/24 06:01:00,28.42333333,92.162
07/05/24 06:00:00,28.35816667,92.23916667
07/05/24 05:59:00,28.37016667,92.3065
07/05/24 05:58:00,28.338,92.3245
07/05/24 05:57:00,28.31716667,92.31666667
07/05/24 05:56:00,28.266,92.27733333
07/05/24 05:55:00,28.20033333,92.27866667
07/05/24 05:54:00,28.19316667,92.21766667
07/05/24 05:53:00,28.20266667,92.19866667
07/05/24 05:52:00,28.15816667,92.21033333
07/05/24 05:51:00,28.12533333,92.251
07/05/24 05:50:00,28.13666667,92.24583333
07/05/24 05:49:00,28.10583333,92.262
07/05/24 05:48:00,28.1015,92.2835
07/05/24 05:47:00,28.10333333,92.27033333
07/05/24 05:46:00,28.11833333,92.38066667
07/05/24 05:45:00,28.05183333,92.3945
07/05/24 05:44:00,28.0405,92.39633333
07/05/24 05:43:00,28.02433333,92.35866667
07/05/24 05:42:00,28.02183333,92.42883333
07/05/24 05:41:00,28.00766667,92.421
07/05/24 05:40:00,27.9815,92.4335
07/05/24 05:39:00,27.979,92.45233333
07/05/24 05:38:00,27.96033333,92.43466667
07/05/24 05:37:00,27.9465,92.41733333
07/05/24 05:36:00,27.95766667,92.40133333
07/05/24 05:35:00,27.9745,92.41583333
07/05/24 05:34:00,27.96283333,92.4565
07/05/24 05:33:00,27.94133333,92.50333333
07/05/24 05:32:00,27.92483333,92.515
07/05/24 05:31:00,27.9555,92.47866667
07/05/24 05:30:00,27.9325,92.45416667
07/05/24 05:29:00,27.893,92.41616667
07/05/24 05:28:00,27.90166667,92.41816667
07/05/24 05:27:00,27.88833333,92.35433333
07/05/24 05:26:00,27.93716667,92.41683333
07/05/24 05:25:00,27.91816667,92.33916667
07/05/24 05:24:00,27.90883333,92.39633333
07/05/24 05:23:00,27.87866667,92.30783333
07/05/24 05:22:00,27.92066667,92.34466667
07/05/24 05:21:00,27.927,92.36216667
07/05/24 05:20:00,27.95783333,92.397
07/05/24 05:19:00,27.91116667,92.3885
07/05/24 05:18:00,27.92783333,92.47283333
07/05/24 05:17:00,27.88083333,92.46433333
07/05/24 05:16:00,27.87816667,92.40783333
07/05/24 05:15:00,27.87383333,92.34283333
07/05/24 05:14:00,27.87833333,92.34283333
07/05/24 05:13:00,27.904,92.3545
07/05/24 05:12:00,27.87866667,92.37533333
